offset,offset_hex,length,text,population_term,candidate_kind,patchability,safe_patch_type,confidence,reason,length_change_patchability,candidate_id,file_offset,decoded_offset,decoded_offset_hex,section,owner_type,owner_name,owner_function_index,owner_function_offset_range,owner_function_name,owner_function_purpose_tags,nearby_strings,nearby_native_calls,nearby_branches,candidate_value,candidate_value_type,operand_width,patchability_level,confidence_score,safety_reason,blocked_reason,unrelated_code_risk
498,0x1F2,20,NetConf_AvatarPicker,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000011,,498,0x1F2,string,string_table,NetConf_AvatarPicker,0,0x0..0xBB0,main,"['disable', 'mission']","['MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'mp_avatarpicker_conf', 'XpHud', 'netNoAmbientWorld', 'mpskiptutorial', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'LoadingScreenTexture']","['0x186', '0x19E', '0x1D5', '0x1ED', '0x21E', '0x229']","['0x189', '0x1D8', '0x22D', '0x233', '0x237', '0x24E', '0x265', '0x268', '0x26F', '0x272']",NetConf_AvatarPicker,string,20,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
521,0x209,20,mp_avatarpicker_conf,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000012,,521,0x209,string,string_table,mp_avatarpicker_conf,0,0x0..0xBB0,main,"['disable', 'mission']","['MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'mp_avatarpicker_conf', 'XpHud', 'netNoAmbientWorld', 'mpskiptutorial', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'LoadingScreenTexture']","['0x19E', '0x1D5', '0x1ED', '0x21E', '0x229', '0x287']","['0x189', '0x1D8', '0x22D', '0x233', '0x237', '0x24E', '0x265', '0x268', '0x26F', '0x272', '0x27D']",mp_avatarpicker_conf,string,20,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
547,0x223,5,XpHud,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000013,,547,0x223,string,string_table,XpHud,0,0x0..0xBB0,main,"['disable', 'mission']","['NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'MULTI_FREE_ROAM', 'mp_avatarpicker_conf', 'XpHud', 'netNoAmbientWorld', 'mpskiptutorial', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'LoadingScreenTexture']","['0x1D5', '0x1ED', '0x21E', '0x229', '0x287', '0x296']","['0x1D8', '0x22D', '0x233', '0x237', '0x24E', '0x265', '0x268', '0x26F', '0x272', '0x27D', '0x290', '0x293']",XpHud,string,5,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
572,0x23C,17,netNoAmbientWorld,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000014,,572,0x23C,string,string_table,netNoAmbientWorld,0,0x0..0xBB0,main,"['disable', 'mission']","['MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf', 'XpHud', 'netNoAmbientWorld', 'mpskiptutorial', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'mp_avatarpicker_conf_lobby', 'LoadingScreenTexture']","['0x1D5', '0x1ED', '0x21E', '0x229', '0x287', '0x296', '0x2A8', '0x2BB']","['0x1D8', '0x22D', '0x233', '0x237', '0x24E', '0x265', '0x268', '0x26F', '0x272', '0x27D', '0x290', '0x293']",netNoAmbientWorld,string,17,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
598,0x256,14,mpskiptutorial,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000015,,598,0x256,string,string_table,mpskiptutorial,0,0x0..0xBB0,main,"['disable', 'mission']","['MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf', 'XpHud', 'netNoAmbientWorld', 'mpskiptutorial', 'LoadingScreenTexture', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'mp_avatarpicker_conf_lobby']","['0x1ED', '0x21E', '0x229', '0x287', '0x296', '0x2A8', '0x2BB']","['0x1D8', '0x22D', '0x233', '0x237', '0x24E', '0x265', '0x268', '0x26F', '0x272', '0x27D', '0x290', '0x293']",mpskiptutorial,string,14,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
708,0x2C4,20,LoadingScreenTexture,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000016,,708,0x2C4,string,string_table,LoadingScreenTexture,0,0x0..0xBB0,main,"['disable', 'mission']","['mpskiptutorial', 'LoadingScreenTexture', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'mp_avatarpicker_conf', 'XpHud', 'netNoAmbientWorld']","['0x287', '0x296', '0x2A8', '0x2BB', '0x2DB', '0x2F5', '0x313', '0x317', '0x31B', '0x31F', '0x323', '0x327']","['0x24E', '0x265', '0x268', '0x26F', '0x272', '0x27D', '0x290', '0x293', '0x29E', '0x2A5', '0x2AB', '0x2FC']",LoadingScreenTexture,string,20,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
736,0x2E0,20,LoadingScreenTexture,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000017,,736,0x2E0,string,string_table,LoadingScreenTexture,0,0x0..0xBB0,main,"['disable', 'mission']","['LoadingScreenTexture', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'mp_avatarpicker_conf', 'XpHud', 'netNoAmbientWorld', 'mpskiptutorial']","['0x287', '0x296', '0x2A8', '0x2BB', '0x2DB', '0x2F5', '0x313', '0x317', '0x31B', '0x31F', '0x323', '0x327']","['0x265', '0x268', '0x26F', '0x272', '0x27D', '0x290', '0x293', '0x29E', '0x2A5', '0x2AB', '0x2FC', '0x30F']",LoadingScreenTexture,string,20,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
931,0x3A3,38,o%NetAlert_FailedInviteJoin_NoPlaylist,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000018,,931,0x3A3,string,string_table,o%NetAlert_FailedInviteJoin_NoPlaylist,0,0x0..0xBB0,main,"['disable', 'mission']","['o%NetAlert_FailedInviteJoin_NoPlaylist', 'SG_AutoSaveDisabled', 'NetAlert_NatWarning', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'mp_avatarpicker_conf', 'XpHud']","['0x323', '0x327', '0x32E', '0x332', '0x336', '0x33A', '0x33E', '0x342', '0x346', '0x354', '0x39F', '0x3CA']","['0x32A', '0x34D', '0x351', '0x36B', '0x373', '0x376', '0x37E', '0x386', '0x389', '0x391', '0x399', '0x39C']",o%NetAlert_FailedInviteJoin_NoPlaylist,string,38,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
975,0x3CF,19,SG_AutoSaveDisabled,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000019,,975,0x3CF,string,string_table,SG_AutoSaveDisabled,0,0x0..0xBB0,main,"['disable', 'mission']","['o%NetAlert_FailedInviteJoin_NoPlaylist', 'SG_AutoSaveDisabled', 'NetAlert_NatWarning', 'MP_Tutorial', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'mp_avatarpicker_conf']","['0x354', '0x39F', '0x3CA', '0x3E3', '0x3FD', '0x406', '0x43D']","['0x351', '0x36B', '0x373', '0x376', '0x37E', '0x386', '0x389', '0x391', '0x399', '0x39C', '0x402', '0x409']",SG_AutoSaveDisabled,string,19,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1001,0x3E9,19,NetAlert_NatWarning,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000020,,1001,0x3E9,string,string_table,NetAlert_NatWarning,0,0x0..0xBB0,main,"['disable', 'mission']","['o%NetAlert_FailedInviteJoin_NoPlaylist', 'SG_AutoSaveDisabled', 'NetAlert_NatWarning', 'MP_Tutorial', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'mp_avatarpicker_conf']","['0x39F', '0x3CA', '0x3E3', '0x3FD', '0x406', '0x43D', '0x451', '0x45C']","['0x36B', '0x373', '0x376', '0x37E', '0x386', '0x389', '0x391', '0x399', '0x39C', '0x402', '0x409', '0x423']",NetAlert_NatWarning,string,19,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1073,0x431,11,MP_Tutorial,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000021,,1073,0x431,string,string_table,MP_Tutorial,0,0x0..0xBB0,main,"['disable', 'mission']","['SG_AutoSaveDisabled', 'NetAlert_NatWarning', 'MP_Tutorial', 'LoadingMissionName', 'LoadingScreen', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby']","['0x3CA', '0x3E3', '0x3FD', '0x406', '0x43D', '0x451', '0x45C', '0x483', '0x49B', '0x4AE']","['0x402', '0x409', '0x423', '0x428', '0x42C', '0x444', '0x448', '0x459', '0x45F', '0x465']",MP_Tutorial,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1130,0x46A,18,LoadingMissionName,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000022,,1130,0x46A,string,string_table,LoadingMissionName,0,0x0..0xBB0,main,"['disable', 'mission']","['MP_Tutorial', 'LoadingMissionName', 'LoadingScreen', 'LoadingSpinner', 'Common_Null', 'mp_tip', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker']","['0x3FD', '0x406', '0x43D', '0x451', '0x45C', '0x483', '0x49B', '0x4AE', '0x4D0']","['0x402', '0x409', '0x423', '0x428', '0x42C', '0x444', '0x448', '0x459', '0x45F', '0x465', '0x4DD', '0x4E6']",LoadingMissionName,string,18,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1160,0x488,18,LoadingMissionName,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000023,,1160,0x488,string,string_table,LoadingMissionName,0,0x0..0xBB0,main,"['disable', 'mission']","['MP_Tutorial', 'LoadingMissionName', 'LoadingScreen', 'LoadingSpinner', 'Common_Null', 'mp_tip', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker']","['0x43D', '0x451', '0x45C', '0x483', '0x49B', '0x4AE', '0x4D0', '0x4F0', '0x4F8', '0x503']","['0x409', '0x423', '0x428', '0x42C', '0x444', '0x448', '0x459', '0x45F', '0x465', '0x4DD', '0x4E6', '0x4ED']",LoadingMissionName,string,18,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1184,0x4A0,13,LoadingScreen,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000024,,1184,0x4A0,string,string_table,LoadingScreen,0,0x0..0xBB0,main,"['disable', 'mission']","['MP_Tutorial', 'LoadingMissionName', 'LoadingScreen', 'LoadingSpinner', 'Common_Null', 'mp_tip', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker']","['0x43D', '0x451', '0x45C', '0x483', '0x49B', '0x4AE', '0x4D0', '0x4F0', '0x4F8', '0x503']","['0x423', '0x428', '0x42C', '0x444', '0x448', '0x459', '0x45F', '0x465', '0x4DD', '0x4E6', '0x4ED', '0x4F5']",LoadingScreen,string,13,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1203,0x4B3,14,LoadingSpinner,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000025,,1203,0x4B3,string,string_table,LoadingSpinner,0,0x0..0xBB0,main,"['disable', 'mission']","['LoadingMissionName', 'LoadingScreen', 'LoadingSpinner', 'Common_Null', 'mp_tip', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby']","['0x43D', '0x451', '0x45C', '0x483', '0x49B', '0x4AE', '0x4D0', '0x4F0', '0x4F8', '0x503']","['0x444', '0x448', '0x459', '0x45F', '0x465', '0x4DD', '0x4E6', '0x4ED', '0x4F5', '0x500', '0x509', '0x50E']",LoadingSpinner,string,14,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1220,0x4C4,11,Common_Null,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000026,,1220,0x4C4,string,string_table,Common_Null,0,0x0..0xBB0,main,"['disable', 'mission']","['LoadingMissionName', 'LoadingScreen', 'LoadingSpinner', 'Common_Null', 'mp_tip', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby']","['0x451', '0x45C', '0x483', '0x49B', '0x4AE', '0x4D0', '0x4F0', '0x4F8', '0x503']","['0x444', '0x448', '0x459', '0x45F', '0x465', '0x4DD', '0x4E6', '0x4ED', '0x4F5', '0x500', '0x509', '0x50E']",Common_Null,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1237,0x4D5,6,mp_tip,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000027,,1237,0x4D5,string,string_table,mp_tip,0,0x0..0xBB0,main,"['disable', 'mission']","['LoadingMissionName', 'LoadingScreen', 'LoadingSpinner', 'Common_Null', 'mp_tip', 'MP_Tutorial', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker']","['0x45C', '0x483', '0x49B', '0x4AE', '0x4D0', '0x4F0', '0x4F8', '0x503']","['0x459', '0x45F', '0x465', '0x4DD', '0x4E6', '0x4ED', '0x4F5', '0x500', '0x509', '0x50E', '0x51A', '0x51E']",mp_tip,string,6,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
1363,0x553,11,MP_Tutorial,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_000028,,1363,0x553,string,string_table,MP_Tutorial,0,0x0..0xBB0,main,"['disable', 'mission']","['mp_tip', 'MP_Tutorial', 'FreeModeThread', 'OLNM_ReturnToFM', 'mp_fe_freeroam', 'mp_fe_resession', 'MULTI_FREE_ROAM', 'NetConf_AvatarPicker', 'mp_avatarpicker_conf_lobby', 'mp_avatarpicker_conf', 'XpHud', 'netNoAmbientWorld']","['0x4F0', '0x4F8', '0x503', '0x55F', '0x581', '0x5AF']","['0x4DD', '0x4E6', '0x4ED', '0x4F5', '0x500', '0x509', '0x50E', '0x51A', '0x51E', '0x54E', '0x563', '0x567']",MP_Tutorial,string,11,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
